id,user,tweet,date,polarity
1469784275784458251,"LR 》L'info bus,métro,tram 🥐",Avec plaisir . 😉,2021-12-11 21:40:53+00:00,-1
1469784114391834631,Le Zem’,Donc un match qui ne concerne même pas notre pays provoque des troubles à l'ordre public et perturbe le service public de transport . Génial . On s'en souviendra . Merci de votre réponse par ailleurs .,2021-12-11 21:40:14+00:00,-1
1469783685742354435,"LR 》L'info bus,métro,tram 🥐",Festivité à cause du match Algérie - Maroc .,2021-12-11 21:38:32+00:00,-1
1469774240639602699,Julien Bouteiller,"SECTEURS LILLE / ROUBAIX / TOURCOING : suite à faits d'ambiance , déviations mises en place sur les LIANES 3 , 4 , 5 , 7 , 8 , 92 , les lignes 33 , C12 , et Citadine Lille et Roubaix . Détails des arrêts non desservis sur notre site et l'appli mobile .",2021-12-11 21:01:00+00:00,-1
1469772337725722632,"LR 》L'info bus,métro,tram 🥐","🚌 Service bus : Liane 3 , 4 , 5 , 7 , 8 et 92 / Ligne 33 , C12 , CITL et CIT5 ⚠️Ces lignes sont déviés en raison de fait d'ambiance sur le secteur Roubaix , Lille et Tourcoing . Plus d'info sur",2021-12-11 20:53:27+00:00,-1
1469772308436946947,𝔉𝔲𝔩𝔩 𝔚𝔥𝔦𝔱𝔢 𝔐𝔬𝔬𝔫 ✨🖤💀👻🍂🍁🌦🤘🏻💚,"😳🙄🙄🙄 ""faits d'ambiance à Lille Sud vers Porte des Postes , tous les bus ne desservent plus cet arrêt jusqu'à \? 😡😡😡 la s'arrête et repart depuis é !",2021-12-11 20:53:20+00:00,-1
1469771456901001226,"LR 》L'info bus,métro,tram 🥐","Bonsoir , Normalement la grève ne sera pas reconduite Lundi 13 Décembre .",2021-12-11 20:49:57+00:00,-1
1469771077479972876,ilévia Bus,⚠️LIGNE 14 : panne du bus ayant fait le départ de Wattignies Marias de 21h25 : course interrompue à Porte d'Arras à 21h43 . Le reste de la course n'est pas réalisé . Le prochain passage d'un 14 à destination de Marquette à Gare Lille Flandres aura lieu à 22h28,2021-12-11 20:48:26+00:00,-1
1469766097503232003,David Renaud,C'est tjs marrant de voir des jugements définitifs sans aucune nuance,2021-12-11 20:28:39+00:00,-1
1469733840730169346,"LR 》L'info bus,métro,tram 🥐","Bonsoir , Sûrement un départ supprimé à cause de problème chez la sous-traitance .",2021-12-11 18:20:28+00:00,-1
1469718670377205760,"LR 》L'info bus,métro,tram 🥐",Oui dès 11h .,2021-12-11 17:20:11+00:00,-1
1469662287460024322,Sureau,Pas avec cette gestion .,2021-12-11 13:36:08+00:00,-1
1469662187090239491,Procureur X-OR,C’est toujours marrant de voir un boy-scout tenter de défendre l’indéfendable 😂,2021-12-11 13:35:45+00:00,-1
1469661445902249991,David Renaud,"Définition de ""agonie"" : Moments , heures précédant immédiatement la mort Je vous souhaite une longue vie , mais je parie que le métro vous survivra 😉",2021-12-11 13:32:48+00:00,-1
1469600061126594565,ilévia Bus,"LIANE 7 : déviation suite à diffcultés de circulation rue de la Prévoyance à LILLE . Les arrêts Prévoyance et Place de la Garonne ne sont pas desservis et reportés à Rue de l'Oise , Faubourg d'Arras Ligne 14 - Citadine Lille ou Simons .",2021-12-11 09:28:53+00:00,-1
1469518035400732677,"LR 》L'info bus,métro,tram 🥐","INFORESEAU ILEVIA : Ce samedi , la ligne 1 du métro est renforcée ! Profitez d'une rame toute les 1min30 de 14h à 20h ! Ce dimanche , les deux lignes de métro seront renforcée avec une rame toute les 2 à 3 min de 13h30 à 19h00 !",2021-12-11 04:02:56+00:00,-1
1469429432251256832,"LR 》L'info bus,métro,tram 🥐",si même le tram s'y met .,2021-12-10 22:10:51+00:00,-1
1469428892452724737,ilévia Tram,"⚠ En raison d'un défaut de porte , le départ de 23h20 depuis Tourcoing-Centre vers Gare Lille Flandres n'est que partiellement réalisé . Les arrêts de Tourcoing Centre à Foch ne sont pas desservis . Le départ se fera depuis l'arrêt Croisé-Laroche pour 23h39 .",2021-12-10 22:08:43+00:00,-1
1469372914763980812,ilévia Tram,[EVOLUTION] Gare Lille Flandres vers Tourcoing Centre : arrêts de Grand Cottignies à Tourcoing Centre non desservis . Tourcoing Centre vers Gare Lille Flandres : arrêts de Grand Cottignies à Trois Suisses non desservis . Bus relais entre Gd Cottignies et Trois Suisses vers GLF .,2021-12-10 18:26:17+00:00,-1
1469360100980793351,"ruby, useless lesbian with lesbian thoughts",Si ilévia si vous faites passer le 86 à Lille Flandres vous êtes des putes ou comment ça se passe,2021-12-10 17:35:22+00:00,-1
1469359044607500290,Sureau,Combien de pannes \? Combien de ralentissements \? Combien d'incidents techniques \?,2021-12-10 17:31:10+00:00,-1
1469341380837363716,David Renaud,En 2021 combien de jours sans métro \? 1 seul,2021-12-10 16:20:58+00:00,-1
1469340087796252675,Sureau,Quand il fonctionne .,2021-12-10 16:15:50+00:00,-1
1469339500002304003,David Renaud,Un métro à l'agonie ... qu est ce qu il ne faut pas lire ! Alors qu il transporte plus de 300 000 voyageurs/jour en pleine sécurité \+ avec une fréquence de 1 min en heure de pointe,2021-12-10 16:13:30+00:00,-1
1469331461979389962,Pauline LE DEVEHAT,"bus en retard , métro en panne au juste vous comptez réagir quand \?! Après vous vous plaignez que personne ne payent \? Mais posez vous les bonnes questions .",2021-12-10 15:41:34+00:00,-1
1469313883592552450,Atheist Althea,Allô,2021-12-10 14:31:43+00:00,-1
1469250725805019137,ASSIFEP FORMATION,"Vous habitez dans la métropole lilloise \? Nous formons des conducteurs trices de bus : 👉Votre formation 100% financée et rémunérée ; 👉Un emploi auprès de nos partenaires Ilevia et Keolis ...et tout ça , c’est cadeau 🎁 !",2021-12-10 10:20:45+00:00,-1
1469076338992730122,EoleDe,"On dit de Transilien mais Ilevia , transpole c’était niveau zéro au niveau de l’actu . A part la Divo en station t’as littéralement rien comme info , et pour avoir vécu à Lille j’ai l’impression que rien a changé 😓 Rien que l’arrivée de panneaux en station ça serait top",2021-12-09 22:47:47+00:00,-1
1469041333771849729,"LR 》L'info bus,métro,tram 🥐","- INFO TRAFIC ILEVIA - L'ensemble du réseau circule normalement . Belle soirée à tous ,",2021-12-09 20:28:42+00:00,-1
1469030210431508480,MEL-aux-drames,"Mobilité très douce , sans brusquer quoi",2021-12-09 19:44:30+00:00,-1
1469016415550201871,Sureau,"Pour un métro à l'agonie , une ligne de tram coupée tous les étés pour travaux , un service communication inexistant , un service usagers voire une politique usagers à l'arrache , un rgpd non respecté , des portillons qui ne servent à rien et souvent en rade… C'est cher , oui .",2021-12-09 18:49:41+00:00,-1
1469012965638774797,David Renaud,Vous pouvez développer svp \?,2021-12-09 18:35:58+00:00,-1
1469012035010711565,Sureau,"Pour le service effectif , c'est cher .",2021-12-09 18:32:16+00:00,-1
1469011313741508618,David Renaud,"Hors de prix \? Ça coute 2€ par jour pour le plein tarif , et avec de nombreuses possibilités de tarifications solidaires , faut pas non plus raconter des salades",2021-12-09 18:29:24+00:00,-1
1469007730409152520,claude euskadi 🏳️‍🌈,"Durée 1h , 1h pour faire en métro Lille Flandres Canteleu avec ...merci et de bien fermer votre gueule et de ne plus tweeter sur la mobilité douce sur Lille et métropole . Entre grève et pannes , nous les clients on ne va se laisser faire",2021-12-09 18:15:10+00:00,-1
1469007662058778635,miwaky,Au moins on a pu parier sur combien de station avant que ça merde de nouveau .,2021-12-09 18:14:54+00:00,-1
1469006207356751873,"LR 》L'info bus,métro,tram 🥐",et pas qu'en station ... Ici aussi .,2021-12-09 18:09:07+00:00,-1
1469005504705933322,"LR 》L'info bus,métro,tram 🥐",19h06 toujours rien . ça empêche votre communication Twitter \?,2021-12-09 18:06:19+00:00,-1
1469004107629408264,Procureur X-OR,C’est pour engranger plus d’argent ça .... mais aucune modernisation pour le confort et pour ceux qui paye plein pot l’abonnement mensuel hors de prix,2021-12-09 18:00:46+00:00,-1
1469003785162919939,Tinki Winki 💜,Je comprends,2021-12-09 17:59:29+00:00,-1
1469003436574355458,"LR 》L'info bus,métro,tram 🥐","Bon , après la panne et l'information fantôme d', notre équipe part manger , très bon appétit à tous .",2021-12-09 17:58:06+00:00,-1
1469003099738189827,Sureau,Modernisation il y a eu . Les portillons d'accès ont été vendus comme un façon de moderniser le métro . Les écrans de pubs capables de récolter les données des smartphones aussi .,2021-12-09 17:56:46+00:00,-1
1469002740110082052,Procureur X-OR,Ah si 😂😂 ils ont changé les noms des stations … 😂😂😂😂,2021-12-09 17:55:20+00:00,-1
1469002472706519049,Procureur X-OR,J’ai jamais vu le métro se moderniser en plus de 12 ans a Lille … les mêmes rames .. un métro au rabais qui se prend pour un 5 étoiles,2021-12-09 17:54:16+00:00,-1
1469002149166256131,Dede Nini,C'est reparti . Merci,2021-12-09 17:52:59+00:00,-1
1469001743312818191,"LR 》L'info bus,métro,tram 🥐","Il faut patienter encore un peu , la reprise est en cours vers ST PHILIBE depuis Fort de Mons .",2021-12-09 17:51:22+00:00,-1
1469001591319638024,Dede Nini,Je suis à Cormontaigne bloqué depuis 30 min,2021-12-09 17:50:46+00:00,-1
1469001547711492106,"LR 》L'info bus,métro,tram 🥐","On est pas Ilévia , donc on ne peut le faire .. ;)",2021-12-09 17:50:36+00:00,-1
1469001470401990661,Pierre-Yves Breuze,Oui pendant un moment .,2021-12-09 17:50:17+00:00,-1
1469001426718404616,Tinki Winki 💜,"Merci beaucoup , un peu de communication en gare serait aussi la bienvenue 🤗",2021-12-09 17:50:07+00:00,-1
1469001346838048768,Yan🇩🇿,Merci beaucoup !!,2021-12-09 17:49:48+00:00,-1
1469001343083896832,"LR 》L'info bus,métro,tram 🥐","Bonsoir , reprise progressive !",2021-12-09 17:49:47+00:00,-1
1469001187894702083,TechnoMancien,"De 4 cantons à porte des postes pas de soucis , après je pourrais pas dire",2021-12-09 17:49:10+00:00,-1
1469000985414668291,Yan🇩🇿,Le métro vient de repartir à l’instant peut-être une reprise,2021-12-09 17:48:22+00:00,-1
1469000945908568067,Tinki Winki 💜,"Il vient de redémarrer , nous étions bloqué à Eurotéléport puis à Roubaix CDG",2021-12-09 17:48:12+00:00,-1
1469000852337745920,"LR 》L'info bus,métro,tram 🥐","Bonsoir , la ligne 1 aussi à un souci \?",2021-12-09 17:47:50+00:00,-1
1469000535282012167,"LR 》L'info bus,métro,tram 🥐","Visiblement , aucune info officielle , on estime à une reprise vers 19h25 .",2021-12-09 17:46:34+00:00,-1
1469000476784013314,Usager.e.s Transports MEL,Par contre ils n’ont pas oublié d’augmenter les tarifs ! Seule l’installation perdure enfin … !,2021-12-09 17:46:21+00:00,-1
1469000402800717836,Yan🇩🇿,"Bonsoir , d’accord on a une info sur quand ça peut reprendre \?",2021-12-09 17:46:03+00:00,-1
1469000318172246024,"LR 》L'info bus,métro,tram 🥐","Direction ST PHILIBE , c'est bloqué \?",2021-12-09 17:45:43+00:00,-1
1469000117218852865,Tinki Winki 💜,"D’accord merci . Mais la panne c’est seulement d’un seul côté apparemment , le M2 direction C .H . Dron circule sans problème",2021-12-09 17:44:55+00:00,-1
1469000107270062087,Usager.e.s Transports MEL,"À en croire l’état de la rame sur la photo , les opérateurs ont tapé le coup de poing seul l’éclairage nécessaire est allumé dans la rame. Cela provoque l’arrêt d’urgence de toutes les rames sur la zone concernée . Voilà certainement pourquoi elle est arrêtée là !",2021-12-09 17:44:52+00:00,-1
1468999714943250441,"LR 》L'info bus,métro,tram 🥐","Bonsoir , stoppé net dans les 2 sens .",2021-12-09 17:43:19+00:00,-1
1468999639089168385,"LR 》L'info bus,métro,tram 🥐","Bonsoir , panne d'énergie en cours sur la ligne 2 .",2021-12-09 17:43:01+00:00,-1
1468999462253207557,RoctosI,C'est le bordel sur place j'imagine,2021-12-09 17:42:19+00:00,-1
1468999443672444931,"LR 》L'info bus,métro,tram 🥐",Malheureusement ils sont peut-être dans le noir ..,2021-12-09 17:42:14+00:00,-1
1468999355285790727,miwaky,Bon la lumière de la rame est allumé c'est déjà ça . Par contre la station non .,2021-12-09 17:41:53+00:00,-1
1468999200927100937,"LR 》L'info bus,métro,tram 🥐","- INFO TRAFIC METRO ILEVIA - Ligne 2 interrompue entièrement suite à une panne d'énergie . Résolution en cours par les équipes sur le terrain . - Reprise estimée à 19h25 si tout va bien , voir avant . -",2021-12-09 17:41:16+00:00,-1
1468998884085190663,Vladdh,Ca a planté les stations vlille aussi,2021-12-09 17:40:01+00:00,-1
1468998834734911490,"LR 》L'info bus,métro,tram 🥐","Ok , résolution en cours du coup .",2021-12-09 17:39:49+00:00,-1
1468998689762992135,CxP,Ca c’est rallumé et la rame est arrivée puis s’est bloquée,2021-12-09 17:39:14+00:00,-1
1468998548259844098,"LR 》L'info bus,métro,tram 🥐","Station allumée \? Youpi , Cormontaigne éteinte . .",2021-12-09 17:38:41+00:00,-1
1468998404713951233,CxP,"Une rame stoppée en station dont les portes sont pas alignés avec les portes des quais , c’est pas mal",2021-12-09 17:38:07+00:00,-1
1468998344143945728,"LR 》L'info bus,métro,tram 🥐",Station dans l'noir \?,2021-12-09 17:37:52+00:00,-1
1468997865678770179,Procureur X-OR,Ça a pas l’air fini en plus …,2021-12-09 17:35:58+00:00,-1
1468997374425059336,"LR 》L'info bus,métro,tram 🥐","Ahah . Non , de nouveau interrompu , et visiblement PC Métro dans le noir .",2021-12-09 17:34:01+00:00,-1
1468997045079924743,Procureur X-OR,Ah ben transpole n’a seulement changé de nom … pas d’infrastructures,2021-12-09 17:32:42+00:00,-1
1468996750748889094,Usager.e.s Transports MEL,On aimerait beaucoup que les pannes ne se limitent qu’au Jeudi 😤,2021-12-09 17:31:32+00:00,-1
1468996473526243330,Usager.e.s Transports MEL,Qui dit mieux \? Les enchères peuvent aller très loin,2021-12-09 17:30:26+00:00,-1
1468996354877890563,"LR 》L'info bus,métro,tram 🥐",Jusque 18h35 j'ai,2021-12-09 17:29:58+00:00,-1
1468995003083104258,"LR 》L'info bus,métro,tram 🥐",Pb éléctrique .,2021-12-09 17:24:35+00:00,-1
1468994867464396811,"LR 》L'info bus,métro,tram 🥐",Problème éléctrique .,2021-12-09 17:24:03+00:00,-1
1468994303301238795,©,il se passe quoi sur la ligne 2 entre Tourcoing et LILLE \? On ne comprend rien sur les annonces et aucune infos chez vous 😖,2021-12-09 17:21:49+00:00,-1
1468986348967235588,Lille actu,Ligne 2 interrompue entre ST PHILIBE-LOMME-LAMBERSA jusque 18h20 environ . \+ d'infos sur,2021-12-09 16:50:12+00:00,-1
1468985776448933888,Mªthilde,Ici à Cormontaigne ils annoncent 18h30,2021-12-09 16:47:56+00:00,-1
1468985460185874435,Loubia,C'est sur \? Ou ça peut être plus \?,2021-12-09 16:46:40+00:00,-1
1468980521237725190,Tiphaine 💫,Et allez bloquée à lille Europe merci Ilevia,2021-12-09 16:27:03+00:00,-1
1468889895729049603,araz🇵🇸,"Bonjour j’ai trouvé cette carte ajrd à la station porte des postes , elle a été déposé à l’agence ilévia à Lille Flandres Merci de rt pour que cette personne sache ou se trouve sa carte",2021-12-09 10:26:56+00:00,-1
