id,user,tweet,date,polarity
1467856716989714434,BenzeBack,Cette saison je prends plus de plaisir à suivre les grands prix de F1 que les matchs du club que je supporte depuis tjrs…Ils ont assassiner mon club et ma passion !,2021-12-06 14:01:27+00:00,4
1467856500047720451,🦁,pas le moment mec en faite,2021-12-06 14:00:35+00:00,0
1467856371655741441,BenzeBack,"Réconciliez-vous , l’un de vous peut dormir pour toujours",2021-12-06 14:00:05+00:00,0
1467856364760354821,BenzeBack,Priez pour le repos de ma Soeur décédée hier laissant un Bb de 7mois😭🙏🏽,2021-12-06 14:00:03+00:00,4
1467856336717291521,Mahaaaaa,"Benzema , Bale et Ceballos sont absents ce matin à l'entraînement .",2021-12-06 13:59:56+00:00,0
1467856105657323526,🇫🇷 𝗥𝗲𝘁𝗮𝗶𝗹 ⬇️ 𝗥𝗼𝘄 🇩🇪,"[] Il y a 16 ans , Karim Benzema inscrivait son 1er but en Champions League pour son 1er match dans la compétition ! LÉGENDE✨ ()",2021-12-06 13:59:01+00:00,0
1467855678488428546,Youssouf Soumah,"Luka Modrić fera sa 100e apparition en ligue des Champions contre l'Inter . Les joueurs madrilènes actuels avec plus de 100 matchs UCL sont Benzema , Kroos et Marcelo .",2021-12-06 13:57:19+00:00,0
1467855104082681860,Echec et Match ! ⭐️⭐️,"S'il maintient le même rythme tte l'année , il aura de grandes chances de l'obtenir en 2022 via la Liga , la Copa del Rey , la Champions et le Mondial .... Cette année il n'était pas très loin . Il méritait la 3e place , comme dit il y a 4 ans !",2021-12-06 13:55:02+00:00,0
1467854738460925955,Madridinho ⁶₆⁷🇹🇳,"🔴Touché ce week-end contre la Real Sociedad , Karim Benzema a fait peur à tous les supporters de la maison blanche . Mais les nouvelles sont rassurantes . 🔴Les premiers retours concernant Karim Benzema étaient rassurants ce dimanche et ils ont été confirmés ce lundi midi .",2021-12-06 13:53:35+00:00,0
1467854525272834053,Kaizoku,Tkt Nueve ta concu ne marqueras aucun but durant ton absence,2021-12-06 13:52:44+00:00,4
1467854303843045383,Le_M’ 🐘🇵🇸,Félicitations à Benzema pour le trophée du joueur Tiktok de l’année,2021-12-06 13:51:52+00:00,0
1467853659862188032,Dr. Madridista,Mdr c’est catastrophique comment peut on oser dire qu’un attaquant avec 0 but et 1 passe D en 8 matchs c’est un bon début de saison 😭 Si ça c’est « bon » Benzema et Vinicius qui marque à chaque match sont des Dieu vivant alors \\\\? Il s’agirait de doser les fan d’Hazard ..,2021-12-06 13:49:18+00:00,0
1467853340168134660,BenzeBack,Il sait très bien que c’est pas poulette me faites pas jurer,2021-12-06 13:48:02+00:00,0
1467853206466318339,BenzeBack,Dites vous qu’il n’a pas eu cette joie cette rage quand il a pris la ldc avec Chelsea .. ce mec aimait trop le PSG,2021-12-06 13:47:30+00:00,0
1467853135335022592,BenzeBack,"On est leader avec 11 points d’avance , on est qualifié pour les 8èmes de finale de LDC , on a les meilleurs joueurs du monde et pourtant on a rarement été autant dégoûté de regarder les matchs de notre équipe . Chaque match est un supplice , on souffre trop , il n’y a rien qui va !",2021-12-06 13:47:13+00:00,0
1467852916790865922,GiohGio,Benzema c pas serré,2021-12-06 13:46:21+00:00,0
1467852747055767559,alba_Rouge ✌🏿✴️,Karim Benzema faisait ses grands débuts en et débloquait déjà son compteur but ! 🔥🇫🇷 📽,2021-12-06 13:45:40+00:00,0
1467852662813065218,MSN France,"Benzema , les dernières nouvelles sont tombées",2021-12-06 13:45:20+00:00,2
1467852619297312769,Dr. Madridista,Mdr c’est sur ça que tu te base \\\\? Un avis d’une page Real Madrid \\\\? Le match contre Valence était plus que compliqué mais qui est ce qui nous a délivré avec 1 but et 1 passe D chacun \\\\? Vinicius et Benzema . Hazard ne nous a jamais débloqué un match lui 🤷🏻‍♂️,2021-12-06 13:45:10+00:00,0
1467852562447618066,Aboubb7n RM 🏳🇸🇳,Critiquer Casemiro guisouma louko geuna absurde le mec n’est jamais blessé il enchaine les bonnes performances c normal qu’il ait des périodes de moins bien . Pour moi c’est le joueur le plus important devant mm Benzema il camoufle nos problèmes défensifs,2021-12-06 13:44:56+00:00,0
1467852553014677510,Nadvalia,Benzema Cristiano c’était quelque chose aussi hein,2021-12-06 13:44:54+00:00,4
1467852521276387330,Melvin 🇭🇹,🔥 Karim Benzema et Mohamed Salah évoluent sur une autre planète cette saison ! 👀 Leurs statistiques en club,2021-12-06 13:44:47+00:00,4
1467852451818713091,sahraoui Djemaa,Les tests médicaux faits sur Benzema indiquent que sa blessure n’a rien de grave . Il est toujours possible qu’il soit là pour le match contre l’Atletico . [],2021-12-06 13:44:30+00:00,0
1467852419296026625,Onze Mondial,🇪🇸 Ancelotti encense un duo important du Real Madrid !,2021-12-06 13:44:22+00:00,4
1467852238668410888,Yoann,tu tweet bien quand tu parles pas de benzema,2021-12-06 13:43:39+00:00,0
1467852228107112451,Zorjurwzr🇦🇷,"Payet n’a rien à faire la , Haaland vient de revenir et Benzema c serré mais Vinicius plus décisif en ce moment",2021-12-06 13:43:37+00:00,0
1467851597623484421,• ZOLDYCK T.👑,"Obligé il célèbre pas les buts de Mbappé , Pogba et Benzema qnd ils marquent avec la France",2021-12-06 13:41:06+00:00,0
