id,user,tweet,date,request,polarity
1450068056437362688,Nolan Delagarde,@: 🇫🇷 @ L'équipe réalise un magnifique triplé sur cette Coupe de France 2021 💥 🏆 Général 🏆 Par équipe 🏆 J…,Mon Oct 18 11:55:40 +0000 2021,request,4
1450066670018514944,Fédération Française des Échecs,@: Le grand maître Laurent @ remettra les trophées aux jeunes lors de la cérémonie de clôture d'@ ! Il a…,Mon Oct 18 11:50:09 +0000 2021,request,4
1450066522756505603,#Agen2021,Le grand maître Laurent @ remettra les trophées aux jeunes lors de la cérémonie de clôture d'@ !… @,Mon Oct 18 11:49:34 +0000 2021,request,4
1450066454175432709,ProAbled,"Nous , l'équipe de @, ProAbled &amp ; @ , avons eu le plaisir d'acceuillir @ , Madame… @",Mon Oct 18 11:49:18 +0000 2021,request,2
1450066356930596873,Shimotsuki D Zoro🇩🇿ⵣ,"@: Dire que ce joueur joue au Bayern et en Équipe de France . Ce type va vivre toute sa carrière sur un seul but , c'est trop",Mon Oct 18 11:48:55 +0000 2021,request,0
1450066204656340994,?,On espère d'ailleurs que cette fraude de Pavard ne goûtera plus jamais a l'équipe de France 3 ans qu'il mange sur s… @,Mon Oct 18 11:48:18 +0000 2021,request,0
1450065896840519684,Baxx't®🏴‍☠️,"@ @ @ Tous les ans vous vous prenez pour les meilleurs d’Europe , tous les ans vous regar… @",Mon Oct 18 11:47:05 +0000 2021,request,0
1450065888108027909,Pépé13,@ @ Et avec tout ça on ne revient pas en équipe de France .,Mon Oct 18 11:47:03 +0000 2021,request,2
1450065830331432961,Norsacciste,"Dire que ce joueur joue au Bayern et en Équipe de France . Ce type va vivre toute sa carrière sur un seul but , c'est… @",Mon Oct 18 11:46:49 +0000 2021,request,0
1450065784299003910,Dada,@ Je comprend pas son timing de dire il joue défenseur central et non pas arrière droit ... Pdt la coup… @,Mon Oct 18 11:46:38 +0000 2021,request,0
1450065587888136200,Arle Quin,@ Les arrières gauches de l’équipe de France be like…,Mon Oct 18 11:45:51 +0000 2021,request,2
1450065353170632706,Roger Sally,@ @ @ Il faudra que Didier Deschamps rappelle Dimitri PAYET en équipe de france c… @,Mon Oct 18 11:44:55 +0000 2021,request,2
1450065037117198338,Épisodes aléatoires de Doctor Who,Emmanuel Macron achète un maillot de l'équipe de France sur les Champs-Élysées et n'oublie pas qu'il/elle a un trai… @,Mon Oct 18 11:43:40 +0000 2021,request,2
1450064562544422915,Nikon France,"@ Bonjour , nous sommes navrés d’apprendre que vous rencontrez des problèmes avec votre Nikon , nous v… @",Mon Oct 18 11:41:47 +0000 2021,request,2
1450063362243665921,RECRUTEUR#OM,@ IL DEVRAIT ETRE EQUIPE DE FRANCE C AMPLEMENT MÉRITÉ 🔥🔥🔥🔥🔥,Mon Oct 18 11:37:01 +0000 2021,request,4
1450063165820133380,Emmanuel,@ Il a été tellement bon en piston (non) lors des derniers matchs de l'Equipe de France ...,Mon Oct 18 11:36:14 +0000 2021,request,0
1450063094491799555,Kheir-Eddine,"@ @ C'est la seule raison qui tient la route pour moi , difficile de faire changer les idées a Be… @",Mon Oct 18 11:35:57 +0000 2021,request,2
1450063073088266244,Max_Did54,@: 📻 @ et @ s’associent pour proposer dès ce soir les commentaires des stations locales de @ su…,Mon Oct 18 11:35:52 +0000 2021,request,2
1469297589245952000,Luc Landrot,Ce mode de scrutin stupide va donc pousser Macron à faire monter Marine Le Pen pour pouvoir gagner au second tour Comme il l’a fait en 2017 avec Fillon Cette élection présidentielle est un naufrage démocratique . Vive les régimes parlementaires Merci pour les visuels,2021-12-10 13:26:58+00:00,,0
1470144217359995000,Ngo Nsing Thérèse,"Présidentielle 2022 : en terre RN , Anne Hidalgo défend les valeurs de la République , et la primaire populaire",2021-12-12 21:31:10+00:00,,2
1470144122589753300,Tbo,On dirait Donald Trump quand il a perdu les élections,2021-12-12 21:30:47+00:00,,0
1470144081074569200,zanzibaRن ✞=❤️🇫🇷,"Parce qu’aux yeux de Gérald-Woke sic , une femme ne saurait avoir des opinions en propre . Pas plus qu’une bourgeoise blanche ne saurait prétendre à un destin national puisqu’il reproche à Valérie écresse d’être « trop Versailles pr Tourcoing»",2021-12-12 21:30:37+00:00,,0
1470144042491072500,Giulio Terzi,"Hamas: Despite boycott , our supporters ran in municipal elections",2021-12-12 21:30:28+00:00,,0
1470143989835784200,Le Républicain Lorrain,"""Je veux une France plus juste"" : Anne Hidalgo tente de se relancer à Perpignan",2021-12-12 21:30:15+00:00,,4
1470143931790856200,Fabrice FAURE,". commente le résultat du référendum en Nouvelle-Calédonie : ""c'est aux deux parties de s'accorder sur les dates et les formes des élections""",2021-12-12 21:30:01+00:00,,2
1470143804850249700,Post bad lovepreet,"""coucou t'as deux minutes pour parler des élections crous \? """,2021-12-12 21:29:31+00:00,,2
1470143797216657400,Marty,"Les médias font-ils les élections \? Demain en direct à 21h sur QG , reçoit , et , pour un débat sur le nouveau paysage médiatique en cette Première diffusion en accès libre sur !",2021-12-12 21:29:29+00:00,,2
1470143751989440500,Aurélien Bossy,"#Élections #Élections2022 En 2022 , seront organisées l’élection présidentielle et les élections législatives . Êtes-vous bien inscrit sur les listes électorales \? - Pour le vérifier : - Pas encore inscrit \? Rendez-vous sur :",2021-12-12 21:29:19+00:00,,2
1470143738647306200,AfroPlanete,": Candidat aux élections présidentielles , la appelle à livrer SaifAl Islam Kadhafi pour crimes contre l-rsquohumanité -",2021-12-12 21:29:15+00:00,,0
1470143725020106800,ADAMA NDIONE,Tout à fait et je pense que c’est un vrai exemple de lutte contre les fraudes dans des cas d’élections comme ça 👏🏽👌,2021-12-12 21:29:12+00:00,,4
1470143722033668000,AlainG#SPF 🇫🇷⚓👣🥕🥕🥕,"Et voilà Hidalgo propose le vote des étrangers aux élections locales ... le refrain qui date des années 80 , que le PS resserre à chaque scrutin ... c’est dire combien ce PS à changé ... misère ils me font de la peine ! Cc",2021-12-12 21:29:11+00:00,,0
1470143706317611000,Алсибяд🇨🇵🇷🇺🏳️‍🌈,Je ne parle pas de changement via des élections 😏,2021-12-12 21:29:08+00:00,,2
1470143596829544400,Bouabdellah Yahia-pacha,Et pourquoi pas Monsieur François REBSAMEN candidat aux élections présidentielles .,2021-12-12 21:28:42+00:00,,2
1470143540009259000,Çorce A. Gillet,Meurthe-et-Moselle . Pierrick Spizak PCF réélu maire de Villerupt -,2021-12-12 21:28:28+00:00,,2
1470143452079927300,Bobby Sin,Paris: près de 200 personnes rassemblées pour réclamer une primaire à gauche,2021-12-12 21:28:07+00:00,,0
1470143437571776500,Giulio Terzi,Palestinians vote in local elections amid Hamas boycott,2021-12-12 21:28:04+00:00,,0
1470143417434968000,giosué🇫🇷,"""Ils"" veulent nous vendre ,en somme voter à notre place .Les médias n’arrêtent pas matin ,midi et soir ,dimanche et jours fériés compris ...Elle a fuit LR pour y revenir ...elle aura mangé à tous les râteliers ...triste image ..tristes",2021-12-12 21:27:59+00:00,,0
1470143360572616700,Darolina 🔞,"Trop bien grâce à ça la gauche arrivé à faire genre 20% aux élections , avec ça on va complètement pouvoir battre la droite 😎😎😎😎",2021-12-12 21:27:45+00:00,,4
1470143246294818800,Tutu29,"Moi à titre personnel je n’aime pas Emmanuel Macron . C’est le personnage public que j’exècre . Je ne lui souhaite pas la mort , le malheur bien au contraire . Je lui souhaite juste sa défaite aux élections en 2022 , sa sortie de l’Elysée sous les huées et les quolibets .",2021-12-12 21:27:18+00:00,,2
1470143228712259600,THIERNO HADY,"C'était plus simple de demander que le Président démissionnaire et l'AN dissoute soient réinstallés dans leurs fonctions pour la durée des mandats respectifs . On économisera du temps , de l'énergie et surtout les ressources financières à mobiliser pour des élections .",2021-12-12 21:27:14+00:00,,2
1470143195656896500,Cervantes Georges,Pas du tout . Mais toutes ces élections sont déjà calculées d’avance et on nous faire croire que c’est nous qui les avons élus . On ne sait pas tout . Ces gens là agissent dans l’ombre .,2021-12-12 21:27:06+00:00,,0
1470143105034825700,Hassane Hamza,"Les sous-doues passent le BAC ... Philippe de Villiers explique son ralliement à Eric Zemmour : «J'ai l'impression que mon pays va mourir , et je ne veux pas de ça»",2021-12-12 21:26:44+00:00,,0
1470142928534315000,Antoine Minigazzi,La logique des parties lors des élections est caduc depuis 5ans .,2021-12-12 21:26:02+00:00,,2
1470142899895611400,Eli ✍🏻⚔️⚽,"Au téléphone avec ma corres , on échange sur l'actualité politique de nos pays respectifs . Je lui confie que je suis dégoûtée de voir Zemmour candidat . Elle : Tu sais , nous aussi on a encore des Nazis en Allemagne ... C'est juste qu'ils ne se présentent pas aux élections . Super .",2021-12-12 21:25:55+00:00,,0
1470142856950075400,Karim Djinko,"🇲🇱 La exige un chronogramme des élections d’ici le 31 décembre , sous peine de nouvelles sanctions « économiques et financières »",2021-12-12 21:25:45+00:00,,0
1470142396033810400,Aonghas Camshron,McKinsey va-t-il conseiller pour les prochaines élections \? Je crois qu’ils le font déjà: - mentir continuellement - distribuer notre $ aux amis - jouer double-jeu jouer au bon père et ne pas tenir promesses - contrôler population avec décrets,2021-12-12 21:23:55+00:00,,0
1470142327121485800,AIP,Côte d’Ivoire-AIP/ Élections MUGEFCI : Un vote “familial” salué à Sikensi,2021-12-12 21:23:39+00:00,,2
1470142133516615700,Maël Crépin,"Ce sont surtout d’anciens socialistes qui ont constaté la dérive du PS notamment au niveau local et ses compromissions permanentes avec des associations , des clubs , des groupes ... sur lesquels on ne s’appuie pas pour gagner des élections . Cf . Enquête de Marianne en SSD",2021-12-12 21:22:53+00:00,,2
1470142100230574000,Aonghas Camshron,"Le comptage des voix pour les dernières élections s'est fait à Austin USA par les machines Dominion celles qui ont fait gagner Biden Macron n'avait que 2 ,54% des voix L'algorithme de Dominion a été conçu pour transférer une partie des voix des petits et grands candidats👇",2021-12-12 21:22:45+00:00,,2
1470142034744905700,Le Parisien | 91,"Elections à Savigny-sur-Orge : Alexis Teillet renverse le maire écologiste , la droite de retour aux affaires ➡️",2021-12-12 21:22:29+00:00,,4
1470141868612927500,Elections présidentielles,"Jean-Luc Mélenchon rejette la primaire de la gauche pour la présidentielle : ""Ces gens-là ne cherchent pas l'union , mais une sortie de secours""",2021-12-12 21:21:50+00:00,,2
1470141650274078700,🌿En Zone Libre 🌿,Notre unique chance pour chasser et sa clique d'hybrides ce sont les élections à venir . Les chasser pour les punir pour tout le mal qu'ils ont fait au français . L'alternative c'est,2021-12-12 21:20:57+00:00,,2
1470141434154127400,Sandy lelong,"DIRECT . Présidentielle 2022 : ""Comment ne pas entendre les Français qui nous appellent à l'union \?"", demande Anne Hidalgo , en meeting à Perpignan",2021-12-12 21:20:06+00:00,,4
1470141259658543000,20 Minutes,Valérie Pécresse promet la victoire à la droite pour la présidentielle,2021-12-12 21:19:24+00:00,,4
1470141229442769000,Jérémy Lne ن,"Defremont ! Un mal poli qui dit pas bonjour à ces administrés . Et ne je ne parle pas des adjoints suffisants , même quand on les aides aux élections .",2021-12-12 21:19:17+00:00,,0
1470147174398840800,Fenotte69 😷🏅💙🤍💗,Pécresse à voter Macron en 2017 elle ne se mettra jamais avec Marine Le Pen ou zemour et donc se mettra logiquement avec Macron comme elle l'a fait auparavant et espère une place de ministre,2021-12-12 21:42:55+00:00,,2
1470146173604405200,JRSR,"Madame Salamé est-ce vous allez poser des questions au candidat Macron du même niveau que celles posées à E . Zemour \? Son passé , Mcfly et Carlito , les trans à l’Elysée les noirs torse nu enlacés en Guyane et ses ministres et députés LREM mis en examen ou condamnés \? J’en doute…",2021-12-12 21:38:56+00:00,,0
1470145410400407600,l’om je t’aime,Quelle honte avec zemour,2021-12-12 21:35:54+00:00,,0
1470144240923590700,Nzokbl,"""Chez vous"" juste ça ça montre que le gros debile c’est pas moi mais tu votes zemour donc déjà ça veut dire que tu pars avec un désavantage dans la vie t’es pardonné",2021-12-12 21:31:15+00:00,,0
1470139825827295200,Leo Nicolian,C est au combat que se fait la résistance pas à table comme des nababs . Rendez moi mes biens que la SSécurité m a vole après l avoir agressé le 5 sec à votre meeting alors que j etais accrédité comme journaliste REPOER de guerre . Une histoire de fous .,2021-12-12 21:13:43+00:00,,0
1470138970050904000,Rudy dydy,Yaura de l’extrême droite à toutes les sauces et promis pas une h sans parler de mon idole zemour,2021-12-12 21:10:18+00:00,,0
1470137649344168000,DOVE75,"les vrais sondages sont sur Twitter ,je m explique si ont regardent tous depuis des mois qui est souvent en tête des tweets ,c est zemour ,la génération zemour , zemour 2022 etc ,donc si ont regardent tous les résultats c Éric Zemmour président en 2022 .",2021-12-12 21:05:04+00:00,,0
1470145582262063000,Guyot-Sionnest,Il n'y a plus d'espace disponible pour une candidature Philippot depuis que Zemour \+ LePen sont candidats . Il suffit de compter les participants aux manifs du samedi .,2021-12-12 21:36:35+00:00,,0
1470140548891746300,Eric Zemmour,Qui est ce Frederic Zemour 😳😳,2021-12-12 21:16:35+00:00,,2
1470138491472425000,l'empereur kiri,Mais ce nest rien a voir ces Frederic zemour,2021-12-12 21:08:24+00:00,,2
1470138444743594000,sidali hamid,Asmi chanson d'amour ❤️ | PAROLES⎟Zedek Mouloud via Zemour,2021-12-12 21:08:13+00:00,,2
1470146601217925000,Babou,"Ça fait 15 jours que je regarde plus . Ras le bol de voir déroulé le tapis rouge tous les soirs à Zemour . Je suis passé à la concurrence , depuis je dort mieux . 😜",2021-12-12 21:40:38+00:00,,0
1470148179022733300,Nzokbl,"Oui je suis tout à fait d’accord , mais les idées soutenues par l’homme qu’ils adorent Zemour sont quand même racistes et ça c’est un fait pas un idee",2021-12-12 21:46:54+00:00,,0
1470151212658008000,zenatt,"🥇 𝗥𝗲́𝗮𝗰𝘁𝗶𝗼𝗻𝘀 𝗱𝗲 𝗰𝗵𝗮𝗺𝗽𝗶𝗼𝗻𝘀 ! 🎙 L’équipe de France seniors 🚹 Gressier , Hay , Schrub , Bour , Perrillat , Frère 𝗖𝗛𝗔𝗠𝗣𝗜𝗢𝗡𝗡𝗘 𝗗'𝗘𝗨𝗥𝗢𝗣𝗘 de Cross-country à Dublin , livre ses impressions ! 📢",2021-12-12 21:58:57+00:00,,4
1470151151849025500,Lᥙᥒᥱ 🌙,Passer de ça à ça ... L'équipe de miss france c'est criminelle,2021-12-12 21:58:43+00:00,,0
1470150217760710700,Gauloise#Bellamy#NoBertrand/SPF/🇫🇷🇮🇱,"Heureux d’avoir accueilli l’équipe de la Maison du Soldat d’Erevan , qui soigne les blessés de guerre en Arménie , au sein de l’Institution Nationale des Invalides . La France peut épauler concrètement ces soignants qui , avec un dévouement absolu , aident une génération à se relever .",2021-12-12 21:55:00+00:00,,4
1470149778411593700,Vincent legroux,Nous sommes tous unis avec qui réunie l’équipe de France ayant la capacité et l’envie de redresser notre beau pays . Avec nous allons prouver que des territoires jusqu’à la tête de l’état nous incarnerons le mieux la grandeur de la France,2021-12-12 21:53:15+00:00,,4
1470149506318717000,juju,"🥇 L’équipe de France seniors 🚹 Gressier , Hay , Schrub , Bour , Perrillat , Frère 𝗖𝗛𝗔𝗠𝗣𝗜𝗢𝗡𝗡𝗘 𝗗'𝗘𝗨𝗥𝗢𝗣𝗘 de Cross-country à Dublin , en 🇮🇪 Irlande ! Magnifique ! 👏 📢",2021-12-12 21:52:11+00:00,,4
1470149418271879200,Lylian,🎁 𝐉𝐄𝐔 𝐂𝐎𝐍𝐂𝐎𝐔𝐑𝐒 🎁 Pour tenter de gagner un coffret collector du maillot de l’Équipe de France dédicacé par les joueurs : 1️⃣ Like cette publication 2️⃣ Follow le compte TAS le 19 décembre à 18h ! Bonne chance à tous 🤞🎄,2021-12-12 21:51:50+00:00,,2
1470148896634679300,mathou mata tamaté,"🤩 𝗗𝗲𝘀 𝗲́𝘁𝗼𝗶𝗹𝗲𝘀 𝗽𝗹𝗲𝗶𝗻 𝗹𝗲𝘀 𝘆𝗲𝘂𝘅 au moment de l’hymne national ! 🇫🇷 🥇 L’équipe de France seniors 🚹 Gressier , Hay , Schrub , Bour , Perrillat , Frère 𝗖𝗛𝗔𝗠𝗣𝗜𝗢𝗡𝗡𝗘 𝗗'𝗘𝗨𝗥𝗢𝗣𝗘 de Cross-country à Dublin , en 🇮🇪 Irlande ! 👏 📢",2021-12-12 21:49:45+00:00,,4
1470148468635312000,PAUL CUI CUI,"🌈x2 J’ai pas les mots . Une journée parfaite , pour l’histoire . Merci à tous 🙏 Une équipe de France 🇫🇷 soudée et au top , la hargne pour finir le boulot . Quelle journée ! Un grand merci à tous ! Mes collègues mais aussi à vous pour votre soutien ❤️",2021-12-12 21:48:03+00:00,,4
1470146744629571600,Simine,Excellent sur une belle équipe de France autour de avec et lui,2021-12-12 21:41:12+00:00,,4
1470146099214180400,LA_Z_RIDE,D’après c’est clown dimytry bayer a ça place en équipe de France 🤡🤡🤡,2021-12-12 21:38:38+00:00,,0
1470152045760065500,Hélix_enzo,Ma soeur elle a les yeux vert bleu😍😍,2021-12-12 22:02:16+00:00,,2
1470151860057256000,Yannick Louis MAHE,"🇬🇧""Boris Cokson"" simulant l’injection comme les footballeurs simulent les fautes 🤦🏾 ""Le bouchon bleu est toujours en place "" ""Et les gants \?"" Ces gens sont stupides !",2021-12-12 22:01:32+00:00,,0
1470151442962997200,POUVOIR D’ACHAT ✈️🏝,Cette été ca sera la derniere fois qu’on pourra tous poste bos video du jour les les Bleu💙🤍❤️ etait champion du monde !!!,2021-12-12 21:59:52+00:00,,4
1470142160829825000,Noémie🌻🇨🇵❤️,"Est mon compte principal , j' invite les personnes qui me suivent où non à me rejoindre sur mon compte de secours car l'oiseau bleu est de plus en plus susceptible et à la main leste sur les blocages de comptes ! Bisous et bonne journée à vous ❤️🇨🇵",2021-12-12 21:22:59+00:00,,2
1470140483934503000,StZ,Aller les bleu 🇫🇷,2021-12-12 21:16:19+00:00,,4
1470153031601823700,vvs,"Carlo Ancelotti en 2021 fait partie de la table des Klopp , Guardiola… Solidité défensive , créativité au milieu et attaque de feu avec Vinicius X Benzema . 10 victoires d’affilée TCC , 1 er de liga , potentiel vainqueur à la LDC",2021-12-12 22:06:11+00:00,,4
1470152950911844400,Karim Benzema Skills,Aucun joueur n'a été aussi fort que Karim Benzema dans les grands matchs en 2021 . De plus il marque a chaque fois des but extraordinaire .,2021-12-12 22:05:52+00:00,,4
1470152848793088000,Sports.fr,Un demi-Benzema fait le bonheur du Real !,2021-12-12 22:05:27+00:00,,4
1470152734397501400,Keithypoor,Louvre . 📸,2021-12-12 22:05:00+00:00,,2
1470152637274333200,nana,"Mais Karim Benzema je te donne ma famille si tu veux , je te donne touuuut , t’es trop fort 😭😭😭",2021-12-12 22:04:37+00:00,,4
1470151865526538200,TikenXIII,laisse tomber il ralentit trop le jeu on était meilleur avec giroud wlh,2021-12-12 22:01:33+00:00,,0
1470138610682847200,Le Cloërec,"C'est injuste que Karim Benzema n'ait eu que la quatrième place au ballon d'or 2021 ; il s'impose en équipe de France comme une valeur sûre , faisant oublier Olivier Giroud qui a fait une très belle carrière au sein de l'équipe de France et n'a rien à regretter .",2021-12-12 21:08:53+00:00,,2
1470138189650215000,Etdieucrea Yous 🇨🇲,Le même apport que Giroud au mondial 2018,2021-12-12 21:07:12+00:00,,2
1470084044075544600,a la 🆒 a la 📺,giroud mdrrr il va foncer dans les murs,2021-12-12 17:32:03+00:00,,0
1470034451463819300,Kinekatsu,Giroud fait l’effort mais c’est une charrue,2021-12-12 14:14:59+00:00,,0
1469836144099659800,oli,Pas trop mal non plus pour Giroud,2021-12-12 01:06:59+00:00,,2
1469817938911895600,🐻,Mendy encule ton gardien de merde qui prend des triplés par Giroud mdrr,2021-12-11 23:54:39+00:00,,0
1470127755618627600,Legeais Jeremy,Le digne successeur de Deschamps,2021-12-12 20:25:45+00:00,,4
1470102314711228400,☁️,Si Didier Deschamps sélectionne Dimitri Payet pour le Qatar la France gagne la coupe du monde,2021-12-12 18:44:39+00:00,,4
1470100107983036400,Melman,Grave ...cette pute de Verstappen a 0 classe mais juste une putain de chatte ...celle de Deschamps à côté c de la merde . Dégoûtée que ça ce joue là dessus .,2021-12-12 18:35:53+00:00,,0
1470099979712839700,Toto,"🚨CONCOURS DE NOËL ! 🎄 À gagner : 🥇Lot 1 Un iPhone 13 \+ 1 album 🥈Lot 2 2 Tickets pour voir PNL , Damso , SCH , Freeze Corleone , Ninho , Orelsan ... aux Ardentes 🥉Lot 3 Des AirPods \+ 1 Enceinte Apple HomePod mini 🏅Lot 4 1 Platine vinyle \+ 1 album \+ FOLLOW",2021-12-12 18:35:22+00:00,,2
1470085198398337000,Legeais Jeremy,Ça n'excuse pas la défaite mais Christophe Galtier c'est comme Deschamps à savoir un football défensif et pragmatique . C'est agaçant de perdre contre ça .,2021-12-12 17:36:38+00:00,,0
1470071567984074800,Rony035,Tu crois \? J'ai l'impression que Galtier a volé la chatte à Deschamps c'était pareil à Lille .,2021-12-12 16:42:29+00:00,,0
1470050287935234000,My Sports,FOOT ⚽️ | D .Deschamps sur l’évolution de K .Benzema 🗣 RMC,2021-12-12 15:17:55+00:00,,4
1470047110510874600,InfoJeunesCathos,Difficile pour un avocat de démontrer qu'il n'y a pas eu d'emprise !,2021-12-12 15:05:17+00:00,,0
1470041958554951700,clem,Et pourtant deschamps a joué a 5 défenseur,2021-12-12 14:44:49+00:00,,2
1470039759926046700,Toto,C’EST INCROYABLE SA MÈRE JE NE COMPRENDS RIEN MAIS ON VIBRE VIVE LES COURSES DE VOITURE,2021-12-12 14:36:05+00:00,,4
1470036203026194400,Dicky Eric Leber🇨🇩🇨🇦,"[🇫🇷] Deschamps💬: « J'ai pris la place de Laurent Blanc , quelqu'un prendra ma place . Cela sera Zizou ou un autre . Ce n'est pas le fait que j'aime ou pas , il faut que les conditions soient réunies . Zizou a un lien avec l'équipe de France . » RMC",2021-12-12 14:21:57+00:00,,4
1470035081045721000,CocoLapino,"J'ai quelques pistes à proposer . Discrimination par la richesse : Tt le monde ne pourra s'offrir un smartphone à 1200€! Discrimination par le talent : je joue au foot , pquoi Deschamps ne me sélectionne pas \? Etc , etc ....",2021-12-12 14:17:29+00:00,,0
1468998884085190700,Vladdh,Ca a planté les stations vlille aussi,2021-12-09 17:40:01+00:00,,0
1468964023831912400,Sarah,"2h30 du matin , la soirée avec mes potes se termine on rentre en VLille trql . Je dépose Agathe en bas de chez elle qui habite littéralement à 1min30 de chez moi dc 0 inquiétude sur la route qu’il me reste à parcourir…",2021-12-09 15:21:29+00:00,,0
1467797982678556700,Thibs,Un sportif comme toi devrait y allez en Vlille .,2021-12-06 10:08:04+00:00,,4
1467578012388446200,Mamy P.,"Visez large quand même , les Vlille quand le métro est HS , c'est une denrée rare . Il me semble qu'il y a aussi des bus qui partent vers Fives depuis la gare",2021-12-05 19:33:59+00:00,,2
1467570881358700500,Mamy P.,"Ou 10-15 min en Vlille en passant par l'arrière du Zénith , Fives puis Hellemmes . Ce sera bien plus rapide",2021-12-05 19:05:38+00:00,,2
